TREE0_LABEL	TREE0_HEAD	TREE0_HEADPOS	TREE1_LABEL	TREE1_HEAD	TREE1_HEADPOS	TREE2_LABEL	TREE2_HEAD	TREE2_HEADPOS	TREE3_LABEL	TREE3_HEAD	ANTECEDENT_CARRIED	WORD_NEXT0_LEX	WORD_NEXT0_POS	WORD_NEXT1_LEX	WORD_NEXT1_POS	ACTION	ACTION_RESULT_LABEL	ACTION_PREV	FREQ	ACTIVATION
VP_BAR	find	VB	NP	city	NN	ADVP	 	 	VB	find	NO	.	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	find	VB	ADVP	 	 	VB	find	 	MD	would	NO	.	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	find	VB	VB	find	 	MD	would	 	NP	you	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	find	VB	MD	would	 	NP	you	PRP	WHADVP	where	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	find	VB	MD	would	 	NP	you	PRP	WHADVP	where	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	find	VB	NP	you	PRP	WHADVP	where	WRB	NP	valley	NO	.	.	noword	NOPOS	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	find	VB	NP	you	PRP	WHADVP	where	WRB	NP	valley	NO	.	.	noword	NOPOS	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	find	VB	WHADVP	where	WRB	NP	valley	NN	IN	in	NO	.	.	noword	NOPOS	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	where	WRB	WHADVP	where	WRB	NP	valley	NN	IN	in	NO	.	.	noword	NOPOS	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	where	WRB	NP	valley	NN	IN	in	 	VBZ	is	NO	.	.	noword	NOPOS	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	valley	NN	NP	valley	NN	IN	in	 	VBZ	is	NO	.	.	noword	NOPOS	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	valley	NN	IN	in	 	VBZ	be	 	NP	it	NO	.	.	noword	NOPOS	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	in	IN	IN	in	 	VBZ	be	 	NP	it	NO	.	.	noword	NOPOS	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	in	IN	VBZ	be	 	NP	it	PRP	NOPOS	noword	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	be	VBZ	VBZ	be	 	NP	it	PRP	NOPOS	noword	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	be	VBZ	NP	it	PRP	NOPOS	noword	 		 	NO	.	.	noword	NOPOS	shift	''	reduce_binary	2	-8.947624483898506
.	.	 	VP	be	VBZ	NP	it	PRP	NOPOS	noword	NO	.	.	noword	NOPOS	reduce_unary	S_BAR	shift	2	-8.947624483898506
S_BAR	be	VBZ	VP	be	VBZ	NP	it	PRP	NOPOS	noword	NO	.	.	noword	NOPOS	reduce_binary	S_BAR	reduce_unary	2	-8.947624483898506
S_BAR	be	VBZ	NP	it	PRP	NOPOS	noword	 		 	NO	.	.	noword	NOPOS	reduce_binary	S	reduce_binary	2	-8.947624483898506
S	be	VBZ	NOPOS	noword	 		 	 		 	NO	.	.	noword	NOPOS	reduce_unary	ROOT	reduce_binary	12	-8.05174474928448
NOPOS	noword	 		 	 		 	 		 	NO	that	IN	all	DT	shift	''		1	-9.294198074178478
IN	that	 	NOPOS	noword	 		 	 		 	NO	all	DT	mill	NN	shift	''	shift	1	-9.294198074178478
DT	all	 	IN	that	 	NOPOS	noword	 		 	NO	mill	NN	owners	NNS	shift	''	shift	1	-9.294198074178478
NN	mill	 	DT	all	 	IN	that	 	NOPOS	noword	NO	owners	NNS	were	VBD	shift	''	shift	1	-9.294198074178478
NNS	owner	 	NN	mill	 	DT	all	 	IN	that	NO	were	VBD	generally	RB	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	owner	NNS	NN	mill	 	DT	all	 	IN	that	NO	were	VBD	generally	RB	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	owner	NNS	DT	all	 	IN	that	 	NOPOS	noword	NO	were	VBD	generally	RB	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	owner	NNS	IN	that	 	NOPOS	noword	 		 	NO	were	VBD	generally	RB	shift	''	reduce_binary	1	-9.294198074178478
VBD	be	 	NP	owner	NNS	IN	that	 	NOPOS	noword	NO	generally	RB	busy	JJ	shift	''	shift	1	-9.294198074178478
RB	generally	 	VBD	be	 	NP	owner	NNS	IN	that	NO	busy	JJ	as	IN	shift	''	shift	1	-9.294198074178478
JJ	busy	 	RB	generally	 	VBD	be	 	NP	owners	NO	as	IN	beavers	NNS	shift	''	shift	1	-9.294198074178478
IN	as	 	JJ	busy	 	RB	generally	 	VBD	were	NO	beavers	NNS	and	CC	shift	''	shift	1	-9.294198074178478
NNS	beaver	 	IN	as	 	JJ	busy	 	RB	generally	NO	and	CC	quite	RB	reduce_unary	NP	shift	1	-9.294198074178478
NP	beaver	NNS	IN	as	 	JJ	busy	 	RB	generally	NO	and	CC	quite	RB	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	as	IN	IN	as	 	JJ	busy	 	RB	generally	NO	and	CC	quite	RB	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	as	IN	JJ	busy	 	RB	generally	 	VBD	were	NO	and	CC	quite	RB	reduce_unary	ADJP_BAR	reduce_binary	1	-9.294198074178478
ADJP_BAR	busy	JJ	JJ	busy	 	RB	generally	 	VBD	were	NO	and	CC	quite	RB	reduce_binary	ADJP_BAR	reduce_unary	1	-9.294198074178478
ADJP_BAR	busy	JJ	RB	generally	 	VBD	be	 	NP	owners	NO	and	CC	quite	RB	reduce_binary	ADJP	reduce_binary	1	-9.294198074178478
ADJP	busy	JJ	VBD	be	 	NP	owner	NNS	IN	that	NO	and	CC	quite	RB	shift	''	reduce_binary	1	-9.294198074178478
CC	and	 	ADJP	busy	JJ	VBD	be	 	NP	owners	NO	quite	RB	pleased	VBN	shift	''	shift	1	-9.294198074178478
RB	quite	 	CC	and	 	ADJP	busy	JJ	VBD	were	NO	pleased	VBN	with	IN	shift	''	shift	1	-9.294198074178478
VBN	please	 	RB	quite	 	CC	and	 	ADJP	busy	NO	with	IN	themselves	PRP	shift	''	shift	1	-9.294198074178478
IN	with	 	VBN	please	 	RB	quite	 	CC	and	NO	themselves	PRP	for	IN	shift	''	shift	1	-9.294198074178478
PRP	themselves	 	IN	with	 	VBN	please	 	RB	quite	NO	for	IN	being	VBG	reduce_unary	NP	shift	1	-9.294198074178478
NP	themselves	PRP	IN	with	 	VBN	please	 	RB	quite	NO	for	IN	being	VBG	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	with	IN	IN	with	 	VBN	please	 	RB	quite	NO	for	IN	being	VBG	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	with	IN	VBN	please	 	RB	quite	 	CC	and	NO	for	IN	being	VBG	reduce_unary	ADJP_BAR	reduce_binary	1	-9.294198074178478
ADJP_BAR	 	 	VBN	please	 	RB	quite	 	CC	and	NO	for	IN	being	VBG	reduce_binary	ADJP_BAR	reduce_unary	1	-9.294198074178478
ADJP_BAR	 	 	RB	quite	 	CC	and	 	ADJP	busy	NO	for	IN	being	VBG	reduce_binary	ADJP	reduce_binary	1	-9.294198074178478
ADJP	 	 	CC	and	 	ADJP	busy	JJ	VBD	were	NO	for	IN	being	VBG	shift	''	reduce_binary	1	-9.294198074178478
IN	for	 	ADJP	 	 	CC	and	 	ADJP	busy	NO	being	VBG	so	RB	postulate_gap	*	shift	1	-9.294198074178478
-NONE-	*	 	IN	for	 	ADJP	 	 	CC	and	NO	being	VBG	so	RB	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*	-NONE-	IN	for	 	ADJP	 	 	CC	and	NO	being	VBG	so	RB	shift	''	reduce_unary	1	-9.294198074178478
VBG	be	 	NP	*	-NONE-	IN	for	 	ADJP	 	NO	so	RB	successful	JJ	shift	''	shift	1	-9.294198074178478
RB	so	 	VBG	be	 	NP	*	-NONE-	IN	for	NO	successful	JJ	and	CC	shift	''	shift	1	-9.294198074178478
JJ	successful	 	RB	so	 	VBG	be	 	NP	*	NO	and	CC	well	JJ	reduce_unary	ADJP_BAR	shift	1	-9.294198074178478
ADJP_BAR	successful	JJ	RB	so	 	VBG	be	 	NP	*	NO	and	CC	well	JJ	reduce_binary	ADJP	reduce_unary	1	-9.294198074178478
ADJP	successful	JJ	VBG	be	 	NP	*	-NONE-	IN	for	NO	and	CC	well	JJ	shift	''	reduce_binary	1	-9.294198074178478
CC	and	 	ADJP	successful	JJ	VBG	be	 	NP	*	NO	well	JJ	off	RB	shift	''	shift	1	-9.294198074178478
JJ	well	 	CC	and	 	ADJP	successful	JJ	VBG	being	NO	off	RB	was	VBD	shift	''	shift	1	-9.294198074178478
RB	off	 	JJ	well	 	CC	and	 	ADJP	successful	NO	was	VBD	known	VBN	reduce_unary	ADJP_BAR	shift	1	-9.294198074178478
ADJP_BAR	well	JJ	JJ	well	 	CC	and	 	ADJP	successful	NO	was	VBD	known	VBN	reduce_binary	ADJP	reduce_unary	1	-9.294198074178478
ADJP	well	JJ	CC	and	 	ADJP	successful	JJ	VBG	being	NO	was	VBD	known	VBN	reduce_unary	ADJP_BAR	reduce_binary	1	-9.294198074178478
ADJP_BAR	well	JJ	CC	and	 	ADJP	successful	JJ	VBG	being	NO	was	VBD	known	VBN	reduce_binary	ADJP_BAR	reduce_unary	1	-9.294198074178478
ADJP_BAR	well	JJ	ADJP	successful	JJ	VBG	be	 	NP	*	NO	was	VBD	known	VBN	reduce_binary	ADJP	reduce_binary	1	-9.294198074178478
ADJP	well	JJ	VBG	be	 	NP	*	-NONE-	IN	for	NO	was	VBD	known	VBN	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	be	VBG	VBG	be	 	NP	*	-NONE-	IN	for	NO	was	VBD	known	VBN	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	be	VBG	NP	*	-NONE-	IN	for	 	ADJP	 	NO	was	VBD	known	VBN	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	be	VBG	NP	*	-NONE-	IN	for	 	ADJP	 	NO	was	VBD	known	VBN	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	be	VBG	IN	for	 	ADJP	 	 	CC	and	NO	was	VBD	known	VBN	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	for	IN	IN	for	 	ADJP	 	 	CC	and	NO	was	VBD	known	VBN	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	for	IN	ADJP	 	 	CC	and	 	ADJP	busy	NO	was	VBD	known	VBN	reduce_unary	ADJP_BAR	reduce_binary	1	-9.294198074178478
ADJP_BAR	 	 	ADJP	 	 	CC	and	 	ADJP	busy	NO	was	VBD	known	VBN	reduce_binary	ADJP	reduce_unary	1	-9.294198074178478
ADJP	 	 	CC	and	 	ADJP	busy	JJ	VBD	were	NO	was	VBD	known	VBN	reduce_unary	ADJP_BAR	reduce_binary	1	-9.294198074178478
ADJP_BAR	busy	JJ	CC	and	 	ADJP	busy	JJ	VBD	were	NO	was	VBD	known	VBN	reduce_binary	ADJP_BAR	reduce_unary	1	-9.294198074178478
ADJP_BAR	busy	JJ	ADJP	busy	JJ	VBD	be	 	NP	owners	NO	was	VBD	known	VBN	reduce_binary	ADJP	reduce_binary	1	-9.294198074178478
ADJP	busy	JJ	VBD	be	 	NP	owner	NNS	IN	that	NO	was	VBD	known	VBN	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	be	VBD	VBD	be	 	NP	owner	NNS	IN	that	NO	was	VBD	known	VBN	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	be	VBD	NP	owner	NNS	IN	that	 	NOPOS	noword	NO	was	VBD	known	VBN	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	be	VBD	NP	owner	NNS	IN	that	 	NOPOS	noword	NO	was	VBD	known	VBN	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	be	VBD	IN	that	 	NOPOS	noword	 		 	NO	was	VBD	known	VBN	reduce_unary	SBAR-SBJ_BAR	reduce_binary	1	-9.294198074178478
SBAR-SBJ_BAR	that	IN	IN	that	 	NOPOS	noword	 		 	NO	was	VBD	known	VBN	reduce_binary	SBAR-SBJ	reduce_unary	1	-9.294198074178478
SBAR-SBJ	that	IN	NOPOS	noword	 		 	 		 	NO	was	VBD	known	VBN	shift	''	reduce_binary	1	-9.294198074178478
VBD	be	 	SBAR-SBJ	that	IN	NOPOS	noword	 		 	NO	known	VBN	to	TO	shift	''	shift	1	-9.294198074178478
VBN	know	 	VBD	be	 	SBAR-SBJ	that	IN	NOPOS	noword	NO	to	TO	the	DT	shift	''	shift	1	-9.294198074178478
TO	to	 	VBN	know	 	VBD	be	 	SBAR-SBJ	that	NO	the	DT	residents	NNS	shift	''	shift	1	-9.294198074178478
DT	the	 	TO	to	 	VBN	know	 	VBD	was	NO	residents	NNS	of	IN	shift	''	shift	1	-9.294198074178478
NNS	resident	 	DT	the	 	TO	to	 	VBN	known	NO	of	IN	bradford	NNP	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	resident	NNS	DT	the	 	TO	to	 	VBN	known	NO	of	IN	bradford	NNP	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	resident	NNS	TO	to	 	VBN	know	 	VBD	was	NO	of	IN	bradford	NNP	shift	''	reduce_binary	1	-9.294198074178478
IN	of	 	NP	resident	NNS	TO	to	 	VBN	known	NO	bradford	NNP	,	,	shift	''	shift	1	-9.294198074178478
NNP	bradford	 	IN	of	 	NP	resident	NNS	TO	to	NO	,	,	and	CC	reduce_unary	NP	shift	1	-9.294198074178478
NP	bradford	NNP	IN	of	 	NP	resident	NNS	TO	to	NO	,	,	and	CC	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	of	IN	IN	of	 	NP	resident	NNS	TO	to	NO	,	,	and	CC	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	of	IN	NP	resident	NNS	TO	to	 	VBN	known	NO	,	,	and	CC	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	resident	NNS	NP	resident	NNS	TO	to	 	VBN	known	NO	,	,	and	CC	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	resident	NNS	TO	to	 	VBN	know	 	VBD	was	NO	,	,	and	CC	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	to	TO	TO	to	 	VBN	know	 	VBD	was	NO	,	,	and	CC	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	to	TO	VBN	know	 	VBD	be	 	SBAR-SBJ	that	NO	,	,	and	CC	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	know	VBN	VBN	know	 	VBD	be	 	SBAR-SBJ	that	NO	,	,	and	CC	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	know	VBN	VBD	be	 	SBAR-SBJ	that	IN	NOPOS	noword	NO	,	,	and	CC	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	know	VBN	VBD	be	 	SBAR-SBJ	that	IN	NOPOS	noword	NO	,	,	and	CC	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	know	VBN	SBAR-SBJ	that	IN	NOPOS	noword	 		 	NO	,	,	and	CC	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	know	VBN	SBAR-SBJ	that	IN	NOPOS	noword	 		 	NO	,	,	and	CC	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	know	VBN	NOPOS	noword	 		 	 		 	NO	,	,	and	CC	shift	''	reduce_binary	1	-9.294198074178478
,	,	 	S	know	VBN	NOPOS	noword	 		 	NO	and	CC	if	IN	shift	''	shift	1	-9.294198074178478
CC	and	 	,	,	 	S	know	VBN	NOPOS	noword	NO	if	IN	you	PRP	shift	''	shift	1	-9.294198074178478
IN	if	 	CC	and	 	,	,	 	S	known	NO	you	PRP	were	VBD	shift	''	shift	1	-9.294198074178478
PRP	you	 	IN	if	 	CC	and	 	,	,	NO	were	VBD	to	TO	reduce_unary	NP	shift	1	-9.294198074178478
NP	you	PRP	IN	if	 	CC	and	 	,	,	NO	were	VBD	to	TO	shift	''	reduce_unary	1	-9.294198074178478
VBD	be	 	NP	you	PRP	IN	if	 	CC	and	NO	to	TO	go	VB	postulate_gap	*	shift	1	-9.294198074178478
-NONE-	*	 	VBD	be	 	NP	you	PRP	IN	if	NO	to	TO	go	VB	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*	-NONE-	VBD	be	 	NP	you	PRP	IN	if	NO	to	TO	go	VB	shift	''	reduce_unary	1	-9.294198074178478
TO	to	 	NP	*	-NONE-	VBD	be	 	NP	you	NO	go	VB	into	IN	shift	''	shift	1	-9.294198074178478
VB	go	 	TO	to	 	NP	*	-NONE-	VBD	were	NO	into	IN	the	DT	shift	''	shift	1	-9.294198074178478
IN	into	 	VB	go	 	TO	to	 	NP	*	NO	the	DT	city	NN	shift	''	shift	1	-9.294198074178478
DT	the	 	IN	into	 	VB	go	 	TO	to	NO	city	NN	to	TO	shift	''	shift	1	-9.294198074178478
NN	city	 	DT	the	 	IN	into	 	VB	go	NO	to	TO	visit	VB	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	city	NN	DT	the	 	IN	into	 	VB	go	NO	to	TO	visit	VB	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	city	NN	IN	into	 	VB	go	 	TO	to	NO	to	TO	visit	VB	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	into	IN	IN	into	 	VB	go	 	TO	to	NO	to	TO	visit	VB	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	into	IN	VB	go	 	TO	to	 	NP	*	NO	to	TO	visit	VB	postulate_gap	*	reduce_binary	1	-9.294198074178478
-NONE-	*	 	PP	into	IN	VB	go	 	TO	to	NO	to	TO	visit	VB	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*	-NONE-	PP	into	IN	VB	go	 	TO	to	NO	to	TO	visit	VB	shift	''	reduce_unary	1	-9.294198074178478
TO	to	 	NP	*	-NONE-	PP	into	IN	VB	go	NO	visit	VB	the	DT	shift	''	shift	1	-9.294198074178478
VB	visit	 	TO	to	 	NP	*	-NONE-	PP	into	NO	the	DT	stately	JJ	shift	''	shift	1	-9.294198074178478
DT	the	 	VB	visit	 	TO	to	 	NP	*	NO	stately	JJ	city	NNP	shift	''	shift	1	-9.294198074178478
JJ	stately	 	DT	the	 	VB	visit	 	TO	to	NO	city	NNP	hall	NNP	shift	''	shift	1	-9.294198074178478
NNP	city	 	JJ	stately	 	DT	the	 	VB	visit	NO	hall	NNP	,	,	shift	''	shift	1	-9.294198074178478
NNP	hall	 	NNP	city	 	JJ	stately	 	DT	the	NO	,	,	you	PRP	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	hall	NNP	NNP	city	 	JJ	stately	 	DT	the	NO	,	,	you	PRP	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	hall	NNP	JJ	stately	 	DT	the	 	VB	visit	NO	,	,	you	PRP	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	hall	NNP	DT	the	 	VB	visit	 	TO	to	NO	,	,	you	PRP	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	hall	NNP	VB	visit	 	TO	to	 	NP	*	NO	,	,	you	PRP	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	visit	VB	VB	visit	 	TO	to	 	NP	*	NO	,	,	you	PRP	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	visit	VB	TO	to	 	NP	*	-NONE-	PP	into	NO	,	,	you	PRP	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	visit	VB	TO	to	 	NP	*	-NONE-	PP	into	NO	,	,	you	PRP	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	visit	VB	NP	*	-NONE-	PP	into	IN	VB	go	NO	,	,	you	PRP	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	visit	VB	NP	*	-NONE-	PP	into	IN	VB	go	NO	,	,	you	PRP	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	visit	VB	PP	into	IN	VB	go	 	TO	to	NO	,	,	you	PRP	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	visit	VB	PP	into	IN	VB	go	 	TO	to	NO	,	,	you	PRP	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	visit	VB	VB	go	 	TO	to	 	NP	*	NO	,	,	you	PRP	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	visit	VB	TO	to	 	NP	*	-NONE-	VBD	were	NO	,	,	you	PRP	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	visit	VB	TO	to	 	NP	*	-NONE-	VBD	were	NO	,	,	you	PRP	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	visit	VB	NP	*	-NONE-	VBD	be	 	NP	you	NO	,	,	you	PRP	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	visit	VB	NP	*	-NONE-	VBD	be	 	NP	you	NO	,	,	you	PRP	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	visit	VB	VBD	be	 	NP	you	PRP	IN	if	NO	,	,	you	PRP	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	visit	VB	VBD	be	 	NP	you	PRP	IN	if	NO	,	,	you	PRP	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	visit	VB	NP	you	PRP	IN	if	 	CC	and	NO	,	,	you	PRP	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	visit	VB	NP	you	PRP	IN	if	 	CC	and	NO	,	,	you	PRP	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	visit	VB	IN	if	 	CC	and	 	,	,	NO	,	,	you	PRP	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	if	IN	IN	if	 	CC	and	 	,	,	NO	,	,	you	PRP	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	if	IN	CC	and	 	,	,	 	S	known	NO	,	,	you	PRP	shift	''	reduce_binary	1	-9.294198074178478
,	,	 	SBAR	if	IN	CC	and	 	,	,	NO	you	PRP	would	MD	shift	''	shift	1	-9.294198074178478
PRP	you	 	,	,	 	SBAR	if	IN	CC	and	NO	would	MD	see	VB	reduce_unary	NP	shift	1	-9.294198074178478
NP	you	PRP	,	,	 	SBAR	if	IN	CC	and	NO	would	MD	see	VB	shift	''	reduce_unary	1	-9.294198074178478
MD	would	 	NP	you	PRP	,	,	 	SBAR	if	NO	see	VB	there	RB	shift	''	shift	1	-9.294198074178478
VB	see	 	MD	would	 	NP	you	PRP	,	,	NO	there	RB	the	DT	shift	''	shift	1	-9.294198074178478
RB	there	 	VB	see	 	MD	would	 	NP	you	NO	the	DT	crest	NNP	reduce_unary	ADVP	shift	1	-9.294198074178478
ADVP	there	RB	VB	see	 	MD	would	 	NP	you	NO	the	DT	crest	NNP	shift	''	reduce_unary	1	-9.294198074178478
DT	the	 	ADVP	there	RB	VB	see	 	MD	would	NO	crest	NNP	of	IN	shift	''	shift	1	-9.294198074178478
NNP	crest	 	DT	the	 	ADVP	there	RB	VB	see	NO	of	IN	the	DT	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	crest	NNP	DT	the	 	ADVP	there	RB	VB	see	NO	of	IN	the	DT	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	crest	NNP	ADVP	there	RB	VB	see	 	MD	would	NO	of	IN	the	DT	shift	''	reduce_binary	1	-9.294198074178478
IN	of	 	NP	crest	NNP	ADVP	there	RB	VB	see	NO	the	DT	city	NNP	shift	''	shift	1	-9.294198074178478
DT	the	 	IN	of	 	NP	crest	NNP	ADVP	there	NO	city	NNP	of	IN	shift	''	shift	1	-9.294198074178478
NNP	city	 	DT	the	 	IN	of	 	NP	crest	NO	of	IN	bradford	NNP	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	city	NNP	DT	the	 	IN	of	 	NP	crest	NO	of	IN	bradford	NNP	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	city	NNP	IN	of	 	NP	crest	NNP	ADVP	there	NO	of	IN	bradford	NNP	shift	''	reduce_binary	1	-9.294198074178478
IN	of	 	NP	city	NNP	IN	of	 	NP	crest	NO	bradford	NNP	,	,	shift	''	shift	1	-9.294198074178478
NNP	bradford	 	IN	of	 	NP	city	NNP	IN	of	NO	,	,	which	WDT	reduce_unary	NP	shift	1	-9.294198074178478
NP	bradford	NNP	IN	of	 	NP	city	NNP	IN	of	NO	,	,	which	WDT	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	of	IN	IN	of	 	NP	city	NNP	IN	of	NO	,	,	which	WDT	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	of	IN	NP	city	NNP	IN	of	 	NP	crest	NO	,	,	which	WDT	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	city	NNP	NP	city	NNP	IN	of	 	NP	crest	NO	,	,	which	WDT	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	city	NNP	IN	of	 	NP	crest	NNP	ADVP	there	NO	,	,	which	WDT	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	of	IN	IN	of	 	NP	crest	NNP	ADVP	there	NO	,	,	which	WDT	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	of	IN	NP	crest	NNP	ADVP	there	RB	VB	see	NO	,	,	which	WDT	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	crest	NNP	NP	crest	NNP	ADVP	there	RB	VB	see	NO	,	,	which	WDT	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	crest	NNP	ADVP	there	RB	VB	see	 	MD	would	NO	,	,	which	WDT	shift	''	reduce_binary	1	-9.294198074178478
,	,	 	NP	crest	NNP	ADVP	there	RB	VB	see	NO	which	WDT	those	DT	shift	''	shift	1	-9.294198074178478
WDT	which	 	,	,	 	NP	crest	NNP	ADVP	there	NO	those	DT	same	JJ	reduce_unary	WHNP	shift	1	-9.294198074178478
WHNP	which	WDT	,	,	 	NP	crest	NNP	ADVP	there	YES	those	DT	same	JJ	shift	''	reduce_unary	1	-9.294198074178478
DT	those	 	WHNP	which	WDT	,	,	 	NP	crest	YES	same	JJ	mill	NN	shift	''	shift	1	-9.294198074178478
JJ	same	 	DT	those	 	WHNP	which	WDT	,	,	YES	mill	NN	owners	NNS	shift	''	shift	1	-9.294198074178478
NN	mill	 	JJ	same	 	DT	those	 	WHNP	which	YES	owners	NNS	created	VBD	shift	''	shift	1	-9.294198074178478
NNS	owner	 	NN	mill	 	JJ	same	 	DT	those	YES	created	VBD	to	TO	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	owner	NNS	NN	mill	 	JJ	same	 	DT	those	YES	created	VBD	to	TO	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
